osm_id,code,fclass,name,type
"1189243978",1500,building,,
"1189243979",1500,building,,
"1189243980",1500,building,,
"1189243981",1500,building,,
"1189243982",1500,building,,
"1189243983",1500,building,,
"1189243984",1500,building,,
"1189244001",1500,building,,
"1189244002",1500,building,,
"1189244003",1500,building,,
"1189244004",1500,building,,
"1189244005",1500,building,,
"1189244006",1500,building,,
"1189244007",1500,building,,
"1189244008",1500,building,,
"1189244009",1500,building,,
"1189244010",1500,building,,
"1189244011",1500,building,,
"1189244012",1500,building,,
"1189244013",1500,building,,
"1189244014",1500,building,,
"1189244015",1500,building,,
"1189244016",1500,building,,
"1189244017",1500,building,,
"1189244018",1500,building,,
"1189244019",1500,building,,
"1189244020",1500,building,,
"1189244021",1500,building,,
"1189244022",1500,building,,
"1189244023",1500,building,,
"1189244024",1500,building,,
"1189244025",1500,building,,
"1189244026",1500,building,,
"1189244027",1500,building,,
"1189244028",1500,building,,
"1189244029",1500,building,,
"1189244030",1500,building,,
"1189244031",1500,building,,
"1189244032",1500,building,,
"1189244033",1500,building,,
"1189244034",1500,building,,
"1189244035",1500,building,,
"1189245950",1500,building,,
"1189245951",1500,building,,
"1189245952",1500,building,,
"1189245953",1500,building,,
"1189245954",1500,building,,
"1189245955",1500,building,,
"1189245956",1500,building,,
"1189245957",1500,building,,
"1189245958",1500,building,,
"1189245959",1500,building,,
"1189245960",1500,building,,
"1189245961",1500,building,,
"1189245962",1500,building,,
"1189245963",1500,building,,
"1189245964",1500,building,,
"1189245965",1500,building,,
"1189245966",1500,building,,
"1189245967",1500,building,,
"1189245968",1500,building,,
"1189245970",1500,building,,
"1189245971",1500,building,,
"1189245972",1500,building,,
"1189245973",1500,building,,
"1189245974",1500,building,,
"1189245975",1500,building,,
"1189245976",1500,building,,
"1189245977",1500,building,,
"1189245978",1500,building,,
"1189245979",1500,building,,
"1189245980",1500,building,,
"1189245981",1500,building,,
"1189245982",1500,building,,
"1189245983",1500,building,,
"1189245984",1500,building,,
"1189245985",1500,building,,
"1189245986",1500,building,,
"1189245987",1500,building,,
"1189245988",1500,building,,
"1189245989",1500,building,,
"1189252571",1500,building,,
"1189252572",1500,building,,
"1189571293",1500,building,,
"1191361252",1500,building,,
"1191361253",1500,building,,
"1191361254",1500,building,,
"1191361255",1500,building,,
"1191361256",1500,building,,
"1191361257",1500,building,,
"1191361258",1500,building,,
"1191361259",1500,building,,
"1191361260",1500,building,,
"1191361261",1500,building,,
"1191361262",1500,building,,
"1191361263",1500,building,,
"1191361264",1500,building,,
"1191361265",1500,building,,
"1191361266",1500,building,,
"1191361267",1500,building,,
"1191361268",1500,building,,
"1191361269",1500,building,,
"1191361270",1500,building,,
"1191361271",1500,building,,
"1191361272",1500,building,,
"1191361273",1500,building,,
"1191361274",1500,building,,
"1191361275",1500,building,,
"1191361276",1500,building,,
"1191361277",1500,building,,
"1191361278",1500,building,,
"1191364830",1500,building,,
"1191364831",1500,building,,
"1191364832",1500,building,,
"1191364833",1500,building,,
"1191364834",1500,building,,
"1191364835",1500,building,,
"1191364836",1500,building,,
"1191364837",1500,building,,
"1191364838",1500,building,,
"1191364839",1500,building,,
"1191364840",1500,building,,
"1191365155",1500,building,,
"1191365156",1500,building,,
"1191365157",1500,building,,
"1191373077",1500,building,,
"1191373078",1500,building,,
"1191373079",1500,building,,
"1191373080",1500,building,,
"1191373081",1500,building,,
"1191373082",1500,building,,
"1191373083",1500,building,,
"1191373084",1500,building,,
"1191373085",1500,building,,
"1191373086",1500,building,,
"1191373087",1500,building,,
"1191373088",1500,building,,
"1191373089",1500,building,,
"1191373090",1500,building,,
"1191373091",1500,building,,
"1191373092",1500,building,,
"1191377003",1500,building,,
"16118635",1500,building,,
"1191393818",1500,building,,
"1192432119",1500,building,,
"1197430615",1500,building,,
"1197430616",1500,building,,
"1197430617",1500,building,,
"1197586301",1500,building,,
"1197586302",1500,building,,
"1197586303",1500,building,,
"1197673995",1500,building,,
"1197673997",1500,building,,
"1197673998",1500,building,,
"1198539746",1500,building,,
"1198539747",1500,building,,
"1198539748",1500,building,,
"1198603082",1500,building,,
"1198603083",1500,building,,
"1198603084",1500,building,,
"1198603085",1500,building,,
"1198603086",1500,building,,
"1198934115",1500,building,,
"1199259805",1500,building,,
"1199260380",1500,building,,
"1199465445",1500,building,,
"1199987188",1500,building,,
"1199987189",1500,building,,
"1199987190",1500,building,,
"1199987191",1500,building,,
"1199987192",1500,building,,
"1199987193",1500,building,,
"1199987194",1500,building,,
"1199987195",1500,building,,
"1199987196",1500,building,,
"1199988424",1500,building,,
"1199990944",1500,building,,
"539151455",1500,building,,school
"539153221",1500,building,,
"539153222",1500,building,,
"539153223",1500,building,,
"631268928",1500,building,,
"631268954",1500,building,,
"1153927253",1500,building,,
"1153927258",1500,building,,
"1153927259",1500,building,,
"1153927260",1500,building,,
"1153927261",1500,building,,
"1153927262",1500,building,,
"1153927263",1500,building,,
"1153927264",1500,building,,
"1165609131",1500,building,,
"1165609132",1500,building,,
"1165609133",1500,building,,
"1165609134",1500,building,,
"1165609485",1500,building,,
"1165609901",1500,building,,
"1165611497",1500,building,,
"1165611500",1500,building,,
"1165611501",1500,building,,
"1165612351",1500,building,,
"1165612352",1500,building,,
"1165612353",1500,building,,
"1165612354",1500,building,,
